nprocs,pbs_job_id,mesh_n,mesh_cells_per_core,total_mesh_cells,mesh_vertices_per_core,total_mesh_vertices,points_per_core,total_points,mean_time_s,std_time_s,run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
256,672874.pbs-6,162,99645.1875,25509168,16916.98046875,4330747,390625.0,100000000,7.2732030766,0.13440032227347168,7.641172462,7.26255266,7.205295205,7.272110273,7.228495342,7.347776281,7.15965558,7.268180571,7.166120815,7.180671577
128,672873.pbs-6,162,199290.375,25509168,33833.9609375,4330747,781250.0,100000000,17.3341172499,2.1154991437218262,23.67114004,16.521952236,16.55506126,16.89062076,16.51805005,16.507400185,16.746763838,16.70073203,16.643396614,16.586055486
512,672875.pbs-6,162,49822.59375,25509168,8458.490234375,4330747,195312.5,100000000,6.2085760801,1.421293974093006,10.378239384,5.993061668,6.034636114,6.041881303,5.677212096,5.803722516,5.844076316,5.100180939,5.308684842,5.904065623
