nprocs,pbs_job_id,mesh_n,mesh_vertices_per_core,total_mesh_vertices,points_per_core,total_points,mean_time_s,std_time_s,run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
128,670748.pbs-6,36,395.7265625,50653,15625.0,2000000,0.2992182601,0.09174102945934362,0.565378605,0.287820309,0.30103404,0.30093291,0.278661694,0.252461922,0.282043558,0.237301771,0.233532439,0.253015353
512,670750.pbs-6,36,98.931640625,50653,3906.25,2000000,0.5189275901,0.2649975527747758,1.304931901,0.457208108,0.471108595,0.415796014,0.433024259,0.422155598,0.416275557,0.398044231,0.512315848,0.35841579
256,670749.pbs-6,36,197.86328125,50653,7812.5,2000000,0.16571193180000005,0.06006204849332296,0.345265721,0.151492979,0.149937545,0.153054071,0.150971255,0.140941267,0.143124566,0.144175747,0.138845005,0.139311162
1024,670751.pbs-6,36,49.4658203125,50653,1953.125,2000000,3.6412156798999993,0.8310643134012459,3.391199392,3.474019029,3.54449181,3.461673478,4.393655588,3.905553252,2.507496346,3.414670685,5.61988588,2.699511339
