nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,99856.0,14.738512727,3.577585087
2,99904.5,18.396251365,2.1866037485
4,99856.0,21.535247359,2.185949719
8,99904.5,28.110316307,2.638670351375
16,99856.0,41.950286633,3.2595441289375
32,99904.5,79.388079805,4.39615615096875
64,99935.015625,164.784406175,8.52305108790625
128,99960.3828125,345.836910015,17.45914196525
