nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,1000000.0,128.945272578,11.444174282
2,999698.0,170.42971841,11.777577771
4,1000000.0,206.439280102,12.57825322825
8,999698.0,277.058229653,12.434391126125
16,1000000.0,419.32838247,12.7724452445
32,999698.0,783.939320439,15.7944094178125
64,1000000.0,1710.252595603,20.915009829265625
128,999874.7578125,3595.556493422,23.90839684415625
