nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,1000000.0,142.363661692,10.742624444
2,999698.0,191.59143496,11.095337492
4,1000000.0,229.851356651,11.323536638
8,999698.0,349.013345635,13.044973248125
16,1000000.0,475.317337782,12.640636131625
32,999698.0,874.096642887,15.05865931865625
