nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,1000000.0,129.175509749,0.273582849
2,500000.0,85.926036529,5.576080164
4,250000.0,49.44501265,3.560777697
8,125000.0,32.068927404,2.082684171875
16,62500.0,23.973040255,1.5206873386875
32,31250.0,22.62150774,1.66305754171875
64,15625.0,22.48279373,3.34558134521875
128,7812.5,56.421464244,3.6889627900859376
256,3906.25,42.678273242,8.965051641527344
