nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,99856.0,12.663564329,1.88150126
2,99904.5,16.596192887,1.831847068
4,99856.0,19.839686342,1.99044293925
8,99904.5,25.643192415,2.049588803375
16,99856.0,37.426570341,2.4804848230625
32,99904.5,66.017766926,3.62327437684375
64,99935.015625,127.562939238,6.59464380925
128,99960.3828125,285.728171829,12.214222213335937
