nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,1000000.0,128.500004167,10.167820931
2,500000.0,84.632094769,5.775606215
4,250000.0,49.6152595,3.65396792625
8,125000.0,31.994018825,2.140675978875
16,62500.0,23.213392732,1.82455340975
32,31250.0,19.679518953,1.5631682275625
64,15625.0,17.687808537,2.92395318246875
128,7812.5,27.342693374,2.8433805625234374
256,3906.25,39.410883233,9.856358816144532
