nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,9998244.0,1462.404851037,110.522060771
2,4999122.0,1001.651788116,59.340709398
4,2499561.0,600.15301493,33.08263129825
8,1249780.5,391.791373292,17.13632556075
16,624890.25,288.400510044,9.9328549213125
32,312445.125,274.986196657,6.820645188625
64,156222.5625,267.487340203,5.22282845425
128,78111.28125,290.342626007,6.793893586625
256,39055.640625,275.687732667,12.254962863027345
