nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,99856.0,14.638236082,6.570100287
2,99904.5,18.410534653,3.0491149845
4,99856.0,21.38584032,2.1033939975
8,99904.5,28.16254229,2.216465895125
16,99856.0,42.001229884,2.77787916
32,99904.5,81.650657192,4.16375373790625
64,99935.015625,166.391859157,7.745699126078125
