nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,99856.0,13.029838873,2.048503696
2,99904.5,16.539267481,1.806412589
4,99856.0,19.513029936,1.79860609475
8,99904.5,26.071611261,2.148845133875
16,99856.0,37.979019397,2.666440259375
32,99904.5,73.338242714,3.69370626565625
64,99935.015625,145.940287898,5.4274380508125
128,99960.3828125,314.292284695,6.8087884381875
256,99974.53515625,625.087627025,10.844901914796875
