nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,1000000.0,143.271644743,12.401925898
2,999698.0,191.637978941,11.487491973
4,1000000.0,229.781405292,11.597412882
8,999698.0,310.383701891,12.23463165025
16,1000000.0,470.244910669,12.543016867375
32,999698.0,865.022817908,14.80737864159375
64,1000000.0,1702.87010542,15.767813554484375
128,999874.7578125,3656.14529887,18.829019465507812
