nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,3,1009040.5,14.344615012,9.169640924,0.563871517,0.555628797,0.551850081
2,3,1012050.25,18.772566339,10.474589631,1.664671076,1.657057213,1.661268809
4,3,1013399.5,22.08417588,11.048767412,1.795837246,1.795231188,1.792119624
8,3,1015863.0625,28.802140365,11.262482819,2.015596819,2.010586809,2.013704806
16,3,1017910.5625,42.321380097,12.348958579,2.390024483,2.373722102,2.360505431
32,3,1018180.28125,77.40970601,15.137405567,3.1136677,3.223252739,3.131109114
64,3,1018841.3125,169.962074494,18.780682599,3.747104813,3.750421901,3.789632643
128,3,1019450.671875,340.469857485,21.459761205,4.406920928,4.38647921,4.350669799
256,3,1020054.08984375,688.989820542,30.707120302,4.813757054,4.533291826,4.897319572
