nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,99856.0,14.68713672,5.5332486
2,99904.5,18.465433695,2.192167435
4,99856.0,21.521023916,2.056814456
8,99904.5,28.142244281,2.0445912385
16,99856.0,41.658638711,2.509216950875
32,99904.5,81.932514128,3.33303833171875
64,99935.015625,166.871009046,4.16111571484375
128,99960.3828125,335.579304505,7.734673552851563
256,99974.53515625,685.593505648,13.46545614111328
