nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,99856.0,12.495313104,2.171386069
2,99904.5,16.581799466,1.8952115615
4,99856.0,19.763554845,1.82438555675
8,99904.5,25.433480207,1.957049554
16,99856.0,37.564705289,2.540475779375
32,99904.5,73.838798068,3.82497228615625
64,99935.015625,155.725361731,8.071692763421876
128,99960.3828125,328.214916483,14.717383773742187
