nprocs,dofs_per_core,mesh_gen_time_s,assembly_time_s
1,1000000.0,128.807222839,11.433951647
2,999698.0,173.672794903,11.9237771105
4,1000000.0,206.125439974,12.30930870225
8,999698.0,276.914693024,11.69842058475
16,1000000.0,421.693596125,13.3102084545
