nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,3,11030612.5,157.409077817,102.622357345,98.56557952,99.418262397,98.978783105
2,3,5523722.5,109.162514427,55.931019951,53.688719696,53.654414011,53.878511409
4,3,2766257.5,61.865927403,31.530759005,29.817074207,30.233667077,29.674726858
8,3,1387287.8125,40.152358518,16.855063339,15.231406445,15.299508563,15.175999306
16,3,695882.21875,28.983325896,9.447934609,8.374501598,8.409113101,8.311772324
32,3,349871.734375,26.266664083,6.31963275,4.959159535,4.990461746,4.960213995
64,3,176102.1015625,28.083158662,5.677324552,3.051356874,3.032197945,3.007112376
128,3,88987.1171875,29.034211961,4.754823626,1.562836266,1.545149353,1.575936133
256,3,45151.361328125,31.169867611,11.700298222,1.02861267,1.083235819,1.040147872
