nprocs,pbs_job_id,degree,dofs_per_core,mesh_gen_time_s,firedrake_git_commit,source_cells,source_dofs,target_dofs,found_target_points,missing_target_points,run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
1,668095.pbs-6,3,211046.5,1.536236227,510047492d1c1e3e3581fd1836a52edb6d22773c,41154,195112,226981,226981,0,2.171070082,2.165607666,2.162866007,2.171964335,2.192453122,2.166042581,2.168995326,2.190611341,2.180003616,2.168740432
2,668095.pbs-6,3,206998.25,2.977291385,510047492d1c1e3e3581fd1836a52edb6d22773c,82944,389017,438976,438976,0,2.587993594,2.582253776,2.580763061,2.599120184,2.575117991,2.578155422,2.577367561,2.575171693,2.576302466,2.588746766
4,668095.pbs-6,3,198019.375,4.217706172,510047492d1c1e3e3581fd1836a52edb6d22773c,162000,753571,830584,830584,0,2.622066274,2.609552148,2.588174377,2.61755467,2.60819328,2.5922844,2.618058475,2.609082101,2.59318124,2.600115357
8,668095.pbs-6,3,197744.1875,6.772793553,510047492d1c1e3e3581fd1836a52edb6d22773c,329232,1520875,1643032,1643032,0,2.666755406,2.71512538,2.682155087,2.683114318,2.674314125,2.653666688,2.684161638,2.666067575,2.663330044,2.67426486
16,668095.pbs-6,3,196575.53125,12.234343049,510047492d1c1e3e3581fd1836a52edb6d22773c,663552,3048625,3241792,3241792,0,3.042299707,3.000367788,2.989864408,3.02030002,2.961589069,2.960977094,2.978825949,3.025819951,2.973495746,3.045399505
