nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,1,970299.0,908.731118897,19.263389195,12.037078095,11.8554292,11.97848569
2,1,1008141.25,1451.768280931,22.92892293,15.284329774,15.280775634,15.327806512
4,1,1028894.25,1387.124718309,22.727504278,15.743814415,15.82924125,15.955430117
8,1,1036508.75,1812.179702267,24.561501024,16.77052194,16.780363262,16.730495412
16,1,1050759.71875,2740.33105641,28.840204858,19.829158961,19.76584302,19.739544205
