nprocs,degree,dofs_per_core,mesh_gen_time_s,apply0,apply1,apply2,apply3
1,3,956336.5,31.919795918,0.038499083,0.037744482,0.037417569,0.037384189
2,3,988751.75,42.911546926,0.042471648,0.041328165,0.041190052,0.041248867
4,3,995736.625,49.387035861,0.04329865,0.040196293,0.040254951,0.04032148
8,3,1007687.9375,66.18568191,0.054294957,0.052051926,0.051533477,0.050684639
16,3,994352.40625,95.34584494,0.070128414,0.068026106,0.067755771,0.066110927
32,3,1014699.125,182.035058376,0.108805763,0.105285638,0.104579289,0.103073924
64,3,1000168.75,392.229802137,0.143482259,0.141415816,0.141902716,0.13906543
128,3,1006259.84375,796.072637637,0.148689013,0.137197695,0.136036108,0.134121882
256,3,1016968.380859375,2374.571695915,0.135046843,0.133052454,0.145160473,0.120172528
