nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,1,970299.0,908.5529227,19.041966439,11.120385026,11.032075712,11.06104242
2,1,1008141.25,1164.428734905,19.044234691,12.364099026,12.280872439,12.215938295
4,1,1028894.25,1383.156407221,20.485226842,13.662304384,13.759962682,13.758363399
8,1,1036508.75,1825.524851927,21.633354333,14.718232891,14.550437407,14.622149923
16,1,1050759.71875,2765.35630258,25.498263777,17.071100053,17.114233485,17.171735821
