nprocs,degree,dofs_per_core,mesh_gen_time_s,apply0,apply1,apply2,apply3
1,3,107492.5,4.415790309,0.005907652,0.005146453,0.004953075,0.004903914
2,3,105523.25,4.74967234,0.006088777,0.005913834,0.005858424,0.005755197
4,3,103499.125,5.284477238,0.007300738,0.007761289,0.007537479,0.007514414
8,3,99009.6875,6.462677642,0.00755738,0.006397029,0.006239502,0.006297128
16,3,98872.09375,9.497323426,0.009660218,0.009888108,0.009894241,0.009824509
32,3,98287.765625,17.123990263,0.010613659,0.009694002,0.009445285,0.00973027
64,3,99755.5234375,36.985278301,0.016405012,0.014955634,0.015201006,0.015168414
128,3,99472.82421875,86.210500111,0.013582289,0.01235492,0.012233399,0.012415452
256,3,98768.482421875,164.441478617,0.017577284,0.01548528,0.014291755,0.013808322
