nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,1,11541315.5,11321.425569173,236.812995536,176.967828213,178.343147225,177.879949526
2,1,5835511.0,7124.295318554,131.189324508,98.61976258,101.981292635,102.438119863
