nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,3,97336.0,3.316169762,1.962377007,1.083019289,1.09234685,1.087334101
2,3,103785.5,4.156782385,2.046873212,1.233480004,1.209058655,1.209215978
4,3,106951.75,4.963960634,2.236348815,1.382937927,1.400430861,1.374130913
8,3,105546.8125,6.134234049,2.290615184,1.450177829,1.451666593,1.456040325
16,3,110200.34375,9.332713186,2.456560989,1.846407865,1.627107997,1.616943679
32,3,112109.640625,17.861877058,3.165876181,2.041366343,2.076500498,2.035536372
64,3,116192.6328125,36.331951476,4.937966986,2.579603442,2.593234803,2.701426284
128,3,117926.00390625,77.681389956,4.87028263,2.936459327,2.91270858,3.180152536
256,3,118469.05078125,198.65079987,5.424341614,3.319353172,3.251589167,3.202442151
