nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,1,97336.0,88.100961039,4.763857973,0.011838524,0.009098958,0.008739126
2,1,102066.0,110.808203056,2.63945812,0.010001968,0.009452935,0.009309473
4,1,104330.25,128.37065092,2.756202806,0.010639261,0.009977028,0.009936312
8,1,105958.5,167.25023728,2.885283447,0.012338691,0.011722547,0.011834652
16,1,109523.625,249.918352105,3.104670436,0.014691342,0.01432992,0.014285723
32,1,112219.5,486.320446629,3.854625353,0.020902827,0.020628583,0.020404252
