nprocs,degree,dofs_per_core,mesh_gen_time_s,run0,run1,run2,run3
1,1,970299.0,893.808907636,18.789405977,0.307612876,0.302446955,0.302492531
2,1,1008141.25,1161.143251189,20.552681278,0.883025145,0.881674642,0.889662224
4,1,1028894.25,1371.848197187,22.759202739,1.544517297,1.542742952,1.538493839
8,1,1036508.75,1810.800648462,24.104353148,1.733760513,1.731141409,1.729386799
16,1,1050759.71875,2717.298648031,28.661758881,2.43698737,2.44953969,2.477100758
