nprocs,degree,dofs_per_core,mesh_gen_time_s,apply0,apply1,apply2,apply3
1,3,8753.5,0.955338373,0.001426566,0.001149923,0.001120201,0.001119622
2,3,9394.25,0.587655844,0.001540978,0.001341797,0.001454681,0.0011763
4,3,11244.625,0.65994713,0.001999545,0.001518033,0.001380702,0.001349717
