nprocs,degree,dofs_per_core,mesh_gen_time_s,apply0,apply1,apply2,apply3
1,1,100579.5,88.246338725,0.011135077,0.010574799,0.010173822,0.010056317
2,1,100122.75,111.477411634,0.011717877,0.011137469,0.011028324,0.010985249
4,1,99280.125,129.94251355,0.012805983,0.012069714,0.012028844,0.012061314
8,1,98940.3125,172.69077049,0.013987125,0.013719166,0.013670034,0.013618972
16,1,100122.75,256.012987385,0.017272322,0.016751787,0.016811864,0.016935294
32,1,101319.875,466.1096056,0.023181627,0.023423252,0.023490989,0.023382324
64,1,100553.34375,1021.852426303,0.026810787,0.026521206,0.026957557,0.026258022
128,1,100756.22265625,2158.372073116,0.06018696,0.027057446,0.059594949,0.072749047
